Error type,Prerequisite,Required by,Course with redundant prereq
Redundant prereq,LTEN 186,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,LTSP 150A,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,LTSP 150B,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 126,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 127,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 127A,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 127B,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 151,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 152,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,MUS 153,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,SIO 114,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,TDAC 120,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,TDGE 131,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
Redundant prereq,TDHT 110,"ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100B → CGS 100A → CGS 147",CGS 147
